SIBS,DEGREE,PADEG,MADEG,SEX,MAJOR1,DIPGED,FAMILY16,PARBORN,GRANBORN,POLVIEWS,INCOME
5.0,BACHELOR,BACHELOR,BACHELOR,MALE,ECONOMICS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,60000
1.0,BACHELOR,GRADUATE,HIGH SCHOOL,FEMALE,COMMUNICATIONS/SPEECH,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,40000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,MEDICINE,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,60000
3.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,HEALTH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,15000
2.0,JUNIOR COLLEGE,GRADUATE,GRADUATE,MALE,Electronics,High School diploma,MOTHER & FATHER,BOTH IN U.S,3.0,SLIGHTLY LIBERAL,110000
1.0,JUNIOR COLLEGE,JUNIOR COLLEGE,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,50000
1.0,BACHELOR,HIGH SCHOOL,GRADUATE,FEMALE,SOCIOLOGY,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,40000
3.0,GRADUATE,HIGH SCHOOL,GRADUATE,MALE,EDUCATION,High School diploma,MOTHER,FATHER ONLY,4.0,MODERATE,50000
2.0,BACHELOR,LT HIGH SCHOOL,LT HIGH SCHOOL,MALE,GEOLOGY,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,SLGHTLY CONSERVATIVE,130000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,MARKETING,High School diploma,MOTHER,BOTH IN U.S,2.0,SLGHTLY CONSERVATIVE,75000
1.0,GRADUATE,BACHELOR,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,MODERATE,130000
2.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,HEALTH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,75000
2.0,BACHELOR,JUNIOR COLLEGE,JUNIOR COLLEGE,MALE,ECONOMICS,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,60000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,Television/Film,High School diploma,MALE RELATIVE,BOTH IN U.S,ALL IN U.S,LIBERAL,1
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,MARKETING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,60000
2.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,SOCIAL WORK,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,50000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,COMPUTER SCIENCE,High School diploma,MOTHER & FATHER,MOTHER ONLY,3.0,MODERATE,60000
0.0,BACHELOR,BACHELOR,HIGH SCHOOL,FEMALE,HISTORY,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,CONSERVATIVE,60000
1.0,BACHELOR,BACHELOR,HIGH SCHOOL,FEMALE,Criminology/Criminal Justice,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,40000
6.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,MARKETING,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,MODERATE,50000
2.0,GRADUATE,GRADUATE,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,60000
5.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,NURSING,GED,FATHER,NEITHER IN U.S,4.0,MODERATE,30000
2.0,JUNIOR COLLEGE,BACHELOR,HIGH SCHOOL,FEMALE,PSYCHOLOGY,High School diploma,FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,35000
3.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,HISTORY,High School diploma,MOTHER,NEITHER IN U.S,4.0,MODERATE,30000
0.0,GRADUATE,GRADUATE,GRADUATE,FEMALE,HISTORY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
2.0,BACHELOR,BACHELOR,GRADUATE,FEMALE,HISTORY,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,SLGHTLY CONSERVATIVE,60000
4.0,BACHELOR,HIGH SCHOOL,BACHELOR,FEMALE,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,110000
2.0,GRADUATE,BACHELOR,GRADUATE,MALE,LAW,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,150000
4.0,BACHELOR,LT HIGH SCHOOL,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,40000
3.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,FINANCE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,110000
2.0,BACHELOR,LT HIGH SCHOOL,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,20000
1.0,BACHELOR,GRADUATE,GRADUATE,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,SLIGHTLY LIBERAL,50000
3.0,BACHELOR,HIGH SCHOOL,GRADUATE,MALE,HEALTH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,1000
2.0,BACHELOR,JUNIOR COLLEGE,HIGH SCHOOL,MALE,FINANCE,High School diploma,OTHER,NEITHER IN U.S,4.0,MODERATE,7000
2.0,BACHELOR,GRADUATE,GRADUATE,FEMALE,SOCIOLOGY,High School diploma,MOTHER & FATHER,FATHER ONLY,4.0,LIBERAL,35000
1.0,BACHELOR,GRADUATE,GRADUATE,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,30000
1.0,GRADUATE,BACHELOR,HIGH SCHOOL,FEMALE,BIOLOGY,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,1
2.0,GRADUATE,BACHELOR,GRADUATE,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,3000
3.0,GRADUATE,JUNIOR COLLEGE,HIGH SCHOOL,MALE,ACCOUNTING/BOOKKEEPING,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,30000
3.0,GRADUATE,HIGH SCHOOL,JUNIOR COLLEGE,MALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,20000
2.0,BACHELOR,BACHELOR,BACHELOR,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,60000
1.0,BACHELOR,BACHELOR,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,75000
3.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,MODERATE,15000
1.0,BACHELOR,GRADUATE,HIGH SCHOOL,MALE,Criminology/Criminal Justice,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,MODERATE,25000
4.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,MODERATE,50000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,150000
2.0,GRADUATE,GRADUATE,GRADUATE,MALE,LAW,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,150000
1.0,BACHELOR,BACHELOR,HIGH SCHOOL,MALE,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,LIBERAL,60000
2.0,GRADUATE,GRADUATE,GRADUATE,FEMALE,ACCOUNTING/BOOKKEEPING,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,30000
7.0,JUNIOR COLLEGE,HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,SOCIOLOGY,GED,MOTHER,FATHER ONLY,2.0,EXTREMELY LIBERAL,30000
1.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,LAW,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,50000
2.0,BACHELOR,BACHELOR,HIGH SCHOOL,MALE,COMMUNICATIONS/SPEECH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,110000
2.0,GRADUATE,GRADUATE,BACHELOR,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,LIBERAL,25000
1.0,GRADUATE,BACHELOR,BACHELOR,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,90000
2.0,BACHELOR,BACHELOR,BACHELOR,FEMALE,HISTORY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,75000
2.0,BACHELOR,BACHELOR,LT HIGH SCHOOL,MALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,SLIGHTLY LIBERAL,75000
1.0,GRADUATE,GRADUATE,HIGH SCHOOL,MALE,MEDICINE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,150000
4.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,FATHER & STPMOTHER,BOTH IN U.S,ALL IN U.S,LIBERAL,50000
4.0,BACHELOR,LT HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,MOTHER ONLY,4.0,MODERATE,12500
0.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,High School diploma,MOTHER & STPFATHER,NEITHER IN U.S,4.0,CONSERVATIVE,30000
1.0,JUNIOR COLLEGE,LT HIGH SCHOOL,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MALE RELATIVE,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,75000
4.0,BACHELOR,BACHELOR,HIGH SCHOOL,FEMALE,Textiles/Cloth,High School diploma,FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,50000
2.0,BACHELOR,BACHELOR,BACHELOR,MALE,FINANCE,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,50000
1.0,BACHELOR,JUNIOR COLLEGE,BACHELOR,MALE,Environmental Science/Ecology,High School diploma,MOTHER & FATHER,MOTHER ONLY,2.0,LIBERAL,60000
3.0,BACHELOR,GRADUATE,HIGH SCHOOL,FEMALE,MARKETING,High School diploma,MOTHER & FATHER,FATHER ONLY,2.0,CONSERVATIVE,75000
1.0,GRADUATE,GRADUATE,GRADUATE,MALE,Educational administration,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,50000
1.0,JUNIOR COLLEGE,GRADUATE,BACHELOR,FEMALE,SOCIAL WORK,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,10000
3.0,BACHELOR,HIGH SCHOOL,BACHELOR,FEMALE,Fine Arts,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,LIBERAL,1
4.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Criminology/Criminal Justice,High School diploma,MOTHER,FATHER ONLY,1.0,MODERATE,60000
1.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,PSYCHOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,35000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,SLGHTLY CONSERVATIVE,40000
0.0,GRADUATE,LT HIGH SCHOOL,BACHELOR,FEMALE,ACCOUNTING/BOOKKEEPING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,75000
2.0,BACHELOR,HIGH SCHOOL,BACHELOR,FEMALE,MARKETING,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,50000
2.0,BACHELOR,LT HIGH SCHOOL,JUNIOR COLLEGE,MALE,ENGINEERING,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,75000
1.0,BACHELOR,BACHELOR,BACHELOR,FEMALE,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,60000
2.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,SOCIAL WORK,High School diploma,FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,60000
3.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Food Science/Nutrition/Culinary Arts,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,1000
1.0,BACHELOR,GRADUATE,BACHELOR,FEMALE,ARCHITECTURE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,50000
4.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,COMPUTER SCIENCE,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,22500
1.0,BACHELOR,BACHELOR,JUNIOR COLLEGE,FEMALE,EDUCATION,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,50000
1.0,JUNIOR COLLEGE,HIGH SCHOOL,GRADUATE,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,30000
1.0,GRADUATE,HIGH SCHOOL,BACHELOR,FEMALE,EDUCATION,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,20000
4.0,GRADUATE,LT HIGH SCHOOL,LT HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,CONSERVATIVE,60000
1.0,GRADUATE,BACHELOR,BACHELOR,MALE,LAW,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,LIBERAL,4000
0.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,COMPUTER SCIENCE,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,CONSERVATIVE,90000
4.0,JUNIOR COLLEGE,HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,NURSING,High School diploma,MOTHER & FATHER,NEITHER IN U.S,1.0,CONSERVATIVE,4000
2.0,GRADUATE,GRADUATE,GRADUATE,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,LIBERAL,130000
2.0,BACHELOR,BACHELOR,HIGH SCHOOL,MALE,MATHMATICS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,90000
3.0,JUNIOR COLLEGE,HIGH SCHOOL,GRADUATE,FEMALE,Criminology/Criminal Justice,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,15000
2.0,JUNIOR COLLEGE,JUNIOR COLLEGE,HIGH SCHOOL,FEMALE,Visual Arts/Graphic Design/Design and Drafting,GED,OTHER,BOTH IN U.S,ALL IN U.S,LIBERAL,50000
5.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,110000
3.0,JUNIOR COLLEGE,BACHELOR,HIGH SCHOOL,FEMALE,ENGLISH,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,20000
4.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,EDUCATION,GED,MOTHER & FATHER,BOTH IN U.S,1.0,MODERATE,5000
3.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,NURSING,GED,MOTHER & STPFATHER,NOT MOTHER;FA.DK,ALL IN U.S,SLIGHTLY LIBERAL,30000
4.0,BACHELOR,GRADUATE,GRADUATE,FEMALE,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,20000
2.0,BACHELOR,GRADUATE,BACHELOR,FEMALE,Visual Arts/Graphic Design/Design and Drafting,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,MODERATE,50000
4.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Administrative Science/Public Administration,High School diploma,FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,25000
6.0,JUNIOR COLLEGE,HIGH SCHOOL,BACHELOR,MALE,HISTORY,GED,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,15000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,MODERATE,50000
3.0,BACHELOR,HIGH SCHOOL,BACHELOR,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,SLGHTLY CONSERVATIVE,110000
2.0,BACHELOR,JUNIOR COLLEGE,HIGH SCHOOL,FEMALE,LIBERAL ARTS,High School diploma,MOTHER & FATHER,BOTH IN U.S,2.0,SLGHTLY CONSERVATIVE,35000
4.0,GRADUATE,HIGH SCHOOL,JUNIOR COLLEGE,MALE,EDUCATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
5.0,JUNIOR COLLEGE,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,PSYCHOLOGY,GED,MOTHER,BOTH IN U.S,2.0,MODERATE,12500
4.0,BACHELOR,GRADUATE,JUNIOR COLLEGE,FEMALE,Parks and Recreation,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,60000
3.0,BACHELOR,BACHELOR,BACHELOR,MALE,SOCIOLOGY,GED,MOTHER & STPFATHER,BOTH IN U.S,2.0,MODERATE,50000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,OTHER,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,20000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Information technology,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,50000
3.0,BACHELOR,JUNIOR COLLEGE,BACHELOR,FEMALE,COMMUNICATIONS/SPEECH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,50000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,Environmental Science/Ecology,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,10000
8.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER,BOTH IN U.S,3.0,CONSERVATIVE,15000
1.0,GRADUATE,BACHELOR,BACHELOR,FEMALE,MEDICINE,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,90000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,HEALTH,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,30000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,ENGINEERING,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,60000
1.0,GRADUATE,HIGH SCHOOL,BACHELOR,FEMALE,GENERAL SCIENCES,High School diploma,MOTHER,NEITHER IN U.S,4.0,SLGHTLY CONSERVATIVE,110000
8.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,OTHER,GED,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,90000
2.0,GRADUATE,HIGH SCHOOL,GRADUATE,MALE,SOCIOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,90000
1.0,JUNIOR COLLEGE,LT HIGH SCHOOL,JUNIOR COLLEGE,MALE,Human Services/Human Resources,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,EXTREMELY LIBERAL,22500
3.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,POLITICAL SCIENCE/INTERNATIONAL RELATIONS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,50000
1.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,MALE,THEATER ARTS,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,110000
1.0,BACHELOR,BACHELOR,GRADUATE,FEMALE,MATHMATICS,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,3000
1.0,BACHELOR,GRADUATE,HIGH SCHOOL,FEMALE,NURSING,High School diploma,FATHER,MOTHER ONLY,2.0,CONSERVATIVE,5000
2.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,Criminology/Criminal Justice,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,20000
3.0,GRADUATE,GRADUATE,JUNIOR COLLEGE,FEMALE,Human Services/Human Resources,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,60000
1.0,BACHELOR,BACHELOR,HIGH SCHOOL,FEMALE,Food Science/Nutrition/Culinary Arts,High School diploma,MOTHER & FATHER,BOTH IN U.S,1.0,SLIGHTLY LIBERAL,90000
3.0,GRADUATE,HIGH SCHOOL,HIGH SCHOOL,MALE,ARCHITECTURE,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,SLIGHTLY LIBERAL,130000
1.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,GENERAL STUDIES,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,MODERATE,50000
2.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,SOCIOLOGY,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTREMELY LIBERAL,1000
0.0,JUNIOR COLLEGE,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,LAW ENFORCEMENT,High School diploma,MOTHER,NEITHER IN U.S,4.0,EXTREMELY LIBERAL,25000
2.0,JUNIOR COLLEGE,GRADUATE,BACHELOR,MALE,HEALTH,High School diploma,MOTHER & FATHER,MOTHER ONLY,2.0,LIBERAL,6000
9.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,ACCOUNTING/BOOKKEEPING,High School diploma,MOTHER & STPFATHER,NEITHER IN U.S,4.0,MODERATE,30000
1.0,JUNIOR COLLEGE,JUNIOR COLLEGE,BACHELOR,MALE,Electronics,High School diploma,MOTHER & FATHER,NEITHER IN U.S,4.0,MODERATE,60000
10.0,BACHELOR,HIGH SCHOOL,BACHELOR,FEMALE,EDUCATION,High School diploma,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,MODERATE,40000
0.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,LIBERAL ARTS,GED,MOTHER & STPFATHER,BOTH IN U.S,ALL IN U.S,LIBERAL,60000
2.0,BACHELOR,LT HIGH SCHOOL,HIGH SCHOOL,MALE,Criminology/Criminal Justice,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,90000
3.0,BACHELOR,HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,5000
4.0,GRADUATE,GRADUATE,GRADUATE,MALE,LIBRARY SCIENCE,High School diploma,MOTHER & FATHER,BOTH IN U.S,3.0,SLIGHTLY LIBERAL,50000
7.0,GRADUATE,HIGH SCHOOL,GRADUATE,FEMALE,NURSING,High School diploma,MOTHER,BOTH IN U.S,1.0,SLGHTLY CONSERVATIVE,75000
0.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,60000
3.0,BACHELOR,LT HIGH SCHOOL,LT HIGH SCHOOL,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,SLIGHTLY LIBERAL,50000
1.0,JUNIOR COLLEGE,BACHELOR,HIGH SCHOOL,MALE,COMMUNICATIONS/SPEECH,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,35000
5.0,BACHELOR,JUNIOR COLLEGE,HIGH SCHOOL,FEMALE,LIBERAL ARTS,High School diploma,FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,30000
2.0,JUNIOR COLLEGE,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,BUSINESS ADMINISTRATION,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,MODERATE,25000
3.0,BACHELOR,HIGH SCHOOL,HIGH SCHOOL,FEMALE,ECONOMICS,High School diploma,MOTHER,BOTH IN U.S,ALL IN U.S,LIBERAL,35000
4.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,MALE,BUSINESS ADMINISTRATION,High School diploma,FATHER,BOTH IN U.S,ALL IN U.S,SLGHTLY CONSERVATIVE,3000
5.0,JUNIOR COLLEGE,HIGH SCHOOL,HIGH SCHOOL,FEMALE,GENERAL SCIENCES,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,EXTRMLY CONSERVATIVE,12500
3.0,JUNIOR COLLEGE,HIGH SCHOOL,JUNIOR COLLEGE,FEMALE,OTHER VOCATIONAL,High School diploma,MOTHER & FATHER,BOTH IN U.S,ALL IN U.S,CONSERVATIVE,20000
2.0,BACHELOR,HIGH SCHOOL,JUNIOR COLLEGE,MALE,MEDICINE,High School diploma,MOTHER,BOTH IN U.S,1.0,MODERATE,25000
